166.051,27.9239
151.749,25.7304
156.933,26.6817
151.489,25.6163
148.221,25.0948
152.567,25.9598
157.949,25.3353
149.034,25.8041
155.055,25.7692
154.684,26.1788
153.226,25.4694
155.231,26.5047
155.502,26.7343
149.487,26
157.093,26.1097
151.939,24.8447
146.272,24.7343
152.91,25.9034
158.279,23.9437
136.676,23.1392
162.785,26.8714
160.411,27.6233
157.524,25.678
159.837,27.8189
156.456,25.1797
157.144,26.2377
151.84,26.173
160.739,27.6817
157.557,24.564
140.053,24.0213
158.553,26.9664
155.071,26.5281
166.753,28.2938
157.398,23.6619
138.295,23.9773
155.621,25.9499
151.617,26.4671
152.281,26.3338
151.192,25.9524
158.412,25.8589
164.534,27.7451
148.175,25.1824
155.438,26.773
153.675,24.8963
157.883,27.045
154.255,25.1573
150.547,24.2542
148.339,25.0741
156.89,26.6707
152.794,26.2505
147.929,24.9149
152.785,25.2004
131.2,22.2117
145.209,24.9992
154.921,25.2468
152.629,25.9735
151.974,24.615
152.425,24.7176
149.322,24.8412
154.974,26.0035
155.498,25.4865
150.785,25.4235
148.285,25.1674
148.226,24.341
154.623,26.6666
162.643,27.5581
156.051,25.9034
151.747,25.39
150.852,24.3874
171.206,27.1065
165.383,27.7951
169.318,27.8558
166.438,27.004
172.289,29.4697
176.002,26.8288
169.696,28.0826
166.584,26.8076
169.965,28.1848
172.855,27.3075
172.982,27.8314
155.772,27.3206
163.515,26.8777
163.769,26.9616
176.092,26.8504
172.905,28.1151
171.14,27.9751
186.133,26.2966
167.325,27.8768
149.878,25.6797
164.751,27.3239
172.582,27.1788
163.441,27.7533
178.621,26.5368
168.339,27.6344
170.679,28.8558
164.237,27.9603
180.622,26.056
171.967,28.425
169.849,29.1815
160.141,26.9222
167.281,28.2803
180.047,26.4436
166.585,27.5165
169.858,27.6929
167.453,27.8467
163.391,27.3373
168.754,27.8657
175.643,27.5833
165.924,28.3577
162.761,27.5335
157.185,26.373
182.09,27.2693
164.297,28.0616
172.004,26.3878
174.252,26.4283
169.491,27.4103
164.965,28.3123
172.576,27.6618
172.728,28.4841
176.593,27.1869
163.487,27.8874
166.077,27.7593
163.385,26.6706
168.372,27.1742
170.952,26.9472
171.949,26.894
163.797,27.8259
169.352,27.2897
169.291,26.601
169.27,27.5064
169.098,28.0049
170.331,26.9579
161.121,27.8827
164.064,27.6799
176.381,28.3868
167.438,27.2255
176.974,26.6448
142.641,24.5869
135.586,23.492
148.893,25.1909
142.531,24.6132
132.695,23.4279
133.647,23.5579
138.394,23.9136
138.946,24.0538
137.296,23.8505
124.383,21.5319
156.705,26.006
136.675,23.8883
139.917,24.2939
127.014,22.5728
133.862,23.7191
137.858,24.3236
128.54,21.4968
143.275,24.8352
172.076,27.2524
151.373,25.5023
136.054,23.1682
152.388,25.0336
134.071,23.0905
143.259,24.8501
151.82,25.9756
153.195,26.2692
122.967,20.8403
135.221,23.6871
146.511,25.1917
143.96,24.8823
151.653,25.6985
