90.2091,216.95
89.7902,216.272
81.9398,202.855
97.7264,236.066
98.8793,235.201
93.6431,224.298
91.7287,221.314
95.3051,232.246
80.0406,192.134
91.7476,219.606
91.1867,222.35
84.7995,209.395
96.3456,236.908
90.1188,219.939
81.2917,197.617
88.6303,213.328
90.5182,214.785
86.9071,210.645
100.527,237.342
98.4132,238.808
84.9242,208.236
85.6285,210.993
89.6454,211.552
92.6227,223.598
74.3174,180.28
100.231,246.58
98.4374,243.426
94.5485,220.657
86.7127,211.846
89.0602,207.267
100.96,247.746
89.8371,218.021
89.1075,221.574
85.8754,207.402
83.9733,199.568
83.895,203.446
97.3156,238.647
89.0835,214.071
92.4629,227.013
88.7441,214.782
87.7354,209.146
91.3401,219.305
89.5267,219.877
93.8714,222.037
95.2042,231.236
91.7553,226.954
86.417,209.657
97.1407,234.325
83.326,204.716
98.3973,240.322
98.4207,235.468
102.035,250.756
80.3381,193.809
96.0644,234.661
89.2251,214.325
96.0621,235.309
93.2342,227.908
104.568,252.084
94.4666,225.034
98.8876,235.241
96.8615,229.558
86.5591,212.686
99.7911,243.762
100.922,239.453
103.883,249.5
83.4911,203.679
90.8072,214.456
97.6233,231.183
99.7396,226.603
100.997,250.75
93.3196,230.279
100.507,243.328
95.8583,226.744
98.9414,234.257
90.7972,215.254
85.87,208.9
96.0612,228.159
91.922,225.077
98.7833,244.23
100.51,236.748
93.3043,218.51
98.2684,231.749
96.4414,225.742
93.9982,230.183
94.7888,231.803
98.8381,242.056
106.651,252.359
85.0554,204.938
92.1901,224.567
92.5392,232.398
100.986,244.916
98.4237,239.819
81.7397,200.635
89.4947,217.275
96.1217,227.901
94.2144,224.016
101.996,244.637
98.0227,234.777
101.596,239.97
85.0751,210.141
90.859,224.05
72.7522,181.421
90.553,221.924
104.659,245.511
90.2643,218.286
70.4735,173.531
83.1417,202.83
78.8463,194.817
78.4973,186.168
89.8151,221.227
98.53,243.12
92.9222,232.056
84.742,208.556
80.1405,192.882
79.8135,201.764
86.0193,211.831
86.1417,204.652
90.6207,220.968
97.1762,240.454
88.3303,217.039
65.5046,159.142
74.6938,184.949
92.7518,224.308
85.6565,206.048
81.6264,203.076
96.5188,224.27
91.7638,220.282
78.272,193.001
94.8732,231.311
101.327,241.585
89.0026,219.816
87.3032,212.805
93.9781,215.363
81.9944,200.601
86.2509,214.028
97.8113,235.551
90.1973,228.423
84.3514,209.071
87.329,207.63
88.1064,212.777
85.9228,213.499
92.6729,224.477
96.8952,236.803
